"date","cheveux","age","exp","salaire","sexe","diplome","specialite","note","dispo","embauche","annee","mois","jour","age_Q","exp_Q","note_Q","salaire_Q","age_D","note_D","salaire_D"
2011-06-18,"brun",28,13,40078,"F","licence","detective",92.09,"oui","0","2011",6,18,"[18-30[","[12-23[","[87-144[","[38348-53977[","[24-28[","[90-98[","[39172-41358["
2011-06-18,"brun",40,8,39239,"M","master","forage",68.69,"oui","0","2011",6,18,"[35-42[","[7-9[","[64-76[","[38348-53977[","[37-40[","[67-71[","[39172-41358["
2011-06-18,"chatain",35,13,38120,"M","master","geologie",67.05,"non","0","2011",6,18,"[30-35[","[12-23[","[64-76[","[34964-38348[","[34-35[","[67-71[","[37615-39172["
2011-06-19,"blond",54,13,34173,"M","licence","geologie",59.3,"non","0","2011",6,19,"[42-65[","[12-23[","[9-64[","[31591-34964[","[47-65[","[54-61[","[33694-34964["
2011-06-19,"blond",31,14,37072,"F","licence","forage",80.47,"non","0","2011",6,19,"[30-35[","[12-23[","[76-87[","[34964-38348[","[28-31[","[80-85[","[36216-37615["
2011-06-19,"blond",48,9,35436,"M","doctorat","detective",78.74,"oui","0","2011",6,19,"[42-65[","[7-9[","[76-87[","[34964-38348[","[47-65[","[76-80[","[34964-36216["
2011-06-19,"chatain",40,5,36376,"F","master","forage",77.01,"non","0","2011",6,19,"[35-42[","[0-7[","[76-87[","[34964-38348[","[37-40[","[76-80[","[36216-37615["
2011-06-19,"roux",27,11,34463,"M","bac","geologie",49.84,"non","0","2011",6,19,"[18-30[","[9-12[","[9-64[","[31591-34964[","[24-28[","[9-54[","[33694-34964["
2011-06-19,"blond",57,6,34519,"F","licence","detective",84.73,"non","0","2011",6,19,"[42-65[","[0-7[","[76-87[","[31591-34964[","[47-65[","[85-90[","[33694-34964["
2011-06-19,"blond",28,11,39546,"F","bac","geologie",78.18,"non","0","2011",6,19,"[18-30[","[9-12[","[76-87[","[38348-53977[","[24-28[","[76-80[","[39172-41358["
2011-06-20,"blond",19,8,38677,"F","bac","geologie",75.02,"non","0","2011",6,20,"[18-30[","[7-9[","[64-76[","[38348-53977[","[18-24[","[71-76[","[37615-39172["
2011-06-20,"chatain",34,7,40515,"F","master","archeologie",78.55,"oui","0","2011",6,20,"[30-35[","[0-7[","[76-87[","[38348-53977[","[31-34[","[76-80[","[39172-41358["
2011-06-20,"chatain",46,5,33076,"F","licence","archeologie",67.14,"non","1","2011",6,20,"[42-65[","[0-7[","[64-76[","[31591-34964[","[43-47[","[67-71[","[32344-33694["
2011-06-20,"blond",37,14,33859,"M","master","detective",81.52,"oui","0","2011",6,20,"[35-42[","[12-23[","[76-87[","[31591-34964[","[35-37[","[80-85[","[33694-34964["
2011-06-20,"chatain",30,8,29359,"F","master","geologie",85.74,"non","0","2011",6,20,"[18-30[","[7-9[","[76-87[","[14128-31591[","[28-31[","[85-90[","[28534-30754["
2011-06-20,"chatain",30,11,30453,"M","doctorat","geologie",85.07,"non","0","2011",6,20,"[18-30[","[9-12[","[76-87[","[14128-31591[","[28-31[","[85-90[","[28534-30754["
2011-06-21,"blond",32,11,38396,"F","bac","archeologie",97.98,"non","1","2011",6,21,"[30-35[","[9-12[","[87-144[","[38348-53977[","[31-34[","[98-144[","[37615-39172["
2011-06-21,"blond",41,5,40921,"M","licence","detective",84.34,"oui","1","2011",6,21,"[35-42[","[0-7[","[76-87[","[38348-53977[","[40-43[","[85-90[","[39172-41358["
2011-06-21,"chatain",43,12,43429,"M","licence","detective",68.17,"oui","0","2011",6,21,"[42-65[","[9-12[","[64-76[","[38348-53977[","[40-43[","[67-71[","[41358-53977["
2011-06-21,"roux",26,9,39280,"M","bac","detective",61.39,"non","0","2011",6,21,"[18-30[","[7-9[","[9-64[","[38348-53977[","[24-28[","[61-67[","[39172-41358["
2011-06-21,"brun",30,11,32032,"M","doctorat","geologie",94.74,"oui","0","2011",6,21,"[18-30[","[9-12[","[87-144[","[31591-34964[","[28-31[","[90-98[","[30754-32344["
2011-06-21,"chatain",44,7,28050,"F","doctorat","forage",99.83,"oui","0","2011",6,21,"[42-65[","[0-7[","[87-144[","[14128-31591[","[43-47[","[98-144[","[14128-28534["
2011-06-21,"roux",45,12,38277,"M","bac","forage",55.34,"non","0","2011",6,21,"[42-65[","[9-12[","[9-64[","[34964-38348[","[43-47[","[54-61[","[37615-39172["
2011-06-21,"chatain",32,8,30352,"F","master","forage",104.97,"oui","0","2011",6,21,"[30-35[","[7-9[","[87-144[","[14128-31591[","[31-34[","[98-144[","[28534-30754["
2011-06-21,"blond",36,11,33554,"M","doctorat","detective",107.31,"oui","0","2011",6,21,"[35-42[","[9-12[","[87-144[","[31591-34964[","[35-37[","[98-144[","[32344-33694["
2011-06-21,"brun",33,11,42270,"M","licence","archeologie",69.62,"oui","0","2011",6,21,"[30-35[","[9-12[","[64-76[","[38348-53977[","[31-34[","[67-71[","[41358-53977["
2011-06-21,"chatain",32,13,32615,"M","master","forage",63.85,"non","0","2011",6,21,"[30-35[","[12-23[","[64-76[","[31591-34964[","[31-34[","[61-67[","[32344-33694["
2011-06-21,"chatain",53,6,39167,"F","master","forage",69.95,"non","0","2011",6,21,"[42-65[","[0-7[","[64-76[","[38348-53977[","[47-65[","[67-71[","[37615-39172["
2011-06-21,"blond",27,13,26335,"F","master","forage",92.78,"non","0","2011",6,21,"[18-30[","[12-23[","[87-144[","[14128-31591[","[24-28[","[90-98[","[14128-28534["
2011-06-22,"brun",56,10,33522,"M","doctorat","geologie",106.21,"oui","0","2011",6,22,"[42-65[","[9-12[","[87-144[","[31591-34964[","[47-65[","[98-144[","[32344-33694["
2011-06-22,"brun",32,10,40925,"F","bac","archeologie",64.79,"non","0","2011",6,22,"[30-35[","[9-12[","[64-76[","[38348-53977[","[31-34[","[61-67[","[39172-41358["
2011-06-22,"chatain",27,8,39752,"F","master","geologie",85.65,"non","0","2011",6,22,"[18-30[","[7-9[","[76-87[","[38348-53977[","[24-28[","[85-90[","[39172-41358["
2011-06-22,"roux",28,12,30315,"M","licence","geologie",79.74,"non","0","2011",6,22,"[18-30[","[9-12[","[76-87[","[14128-31591[","[24-28[","[80-85[","[28534-30754["
2011-06-22,"brun",37,9,43567,"M","licence","geologie",51.79,"non","0","2011",6,22,"[35-42[","[7-9[","[9-64[","[38348-53977[","[35-37[","[9-54[","[41358-53977["
2011-06-22,"blond",36,8,26996,"F","doctorat","detective",111.49,"oui","0","2011",6,22,"[35-42[","[7-9[","[87-144[","[14128-31591[","[35-37[","[98-144[","[14128-28534["
2011-06-22,"brun",41,7,34026,"M","master","detective",92.09,"oui","0","2011",6,22,"[35-42[","[0-7[","[87-144[","[31591-34964[","[40-43[","[90-98[","[33694-34964["
2011-06-22,"roux",32,7,31683,"M","licence","geologie",79.23,"non","0","2011",6,22,"[30-35[","[0-7[","[76-87[","[31591-34964[","[31-34[","[76-80[","[30754-32344["
2011-06-22,"brun",36,11,30414,"M","master","geologie",68.08,"non","1","2011",6,22,"[35-42[","[9-12[","[64-76[","[14128-31591[","[35-37[","[67-71[","[28534-30754["
2011-06-22,"blond",48,6,38956,"M","bac","geologie",55.5,"non","0","2011",6,22,"[42-65[","[0-7[","[9-64[","[38348-53977[","[47-65[","[54-61[","[37615-39172["
2011-06-23,"chatain",35,11,37986,"F","licence","forage",61.65,"non","0","2011",6,23,"[30-35[","[9-12[","[9-64[","[34964-38348[","[34-35[","[61-67[","[37615-39172["
2011-06-23,"chatain",24,7,29629,"F","doctorat","geologie",96.77,"non","0","2011",6,23,"[18-30[","[0-7[","[87-144[","[14128-31591[","[18-24[","[90-98[","[28534-30754["
2011-06-23,"roux",30,10,33123,"M","licence","geologie",81.74,"oui","0","2011",6,23,"[18-30[","[9-12[","[76-87[","[31591-34964[","[28-31[","[80-85[","[32344-33694["
2011-06-23,"roux",46,6,22534,"M","licence","geologie",77.31,"non","0","2011",6,23,"[42-65[","[0-7[","[76-87[","[14128-31591[","[43-47[","[76-80[","[14128-28534["
2011-06-23,"blond",36,4,35442,"M","licence","geologie",72.52,"non","0","2011",6,23,"[35-42[","[0-7[","[64-76[","[34964-38348[","[35-37[","[71-76[","[34964-36216["
2011-06-23,"roux",42,10,34932,"M","licence","geologie",69.12,"oui","0","2011",6,23,"[35-42[","[9-12[","[64-76[","[31591-34964[","[40-43[","[67-71[","[33694-34964["
2011-06-23,"blond",20,11,37561,"M","licence","geologie",71.93,"oui","0","2011",6,23,"[18-30[","[9-12[","[64-76[","[34964-38348[","[18-24[","[71-76[","[36216-37615["
2011-06-23,"chatain",32,11,42896,"M","licence","geologie",63.06,"non","0","2011",6,23,"[30-35[","[9-12[","[9-64[","[38348-53977[","[31-34[","[61-67[","[41358-53977["
2011-06-23,"brun",36,12,37289,"M","doctorat","forage",105.77,"oui","0","2011",6,23,"[35-42[","[9-12[","[87-144[","[34964-38348[","[35-37[","[98-144[","[36216-37615["
2011-06-23,"brun",35,3,37524,"F","licence","detective",53.88,"non","0","2011",6,23,"[30-35[","[0-7[","[9-64[","[34964-38348[","[34-35[","[54-61[","[36216-37615["
2011-06-23,"chatain",24,11,33687,"F","licence","forage",60.84,"non","1","2011",6,23,"[18-30[","[9-12[","[9-64[","[31591-34964[","[18-24[","[61-67[","[32344-33694["
2011-06-23,"chatain",35,11,31832,"M","master","geologie",71.67,"non","0","2011",6,23,"[30-35[","[9-12[","[64-76[","[31591-34964[","[34-35[","[71-76[","[30754-32344["
2011-06-23,"chatain",34,16,39224,"F","master","archeologie",79.12,"oui","0","2011",6,23,"[30-35[","[12-23[","[76-87[","[38348-53977[","[31-34[","[76-80[","[39172-41358["
2011-06-23,"chatain",41,9,34374,"M","master","forage",63.22,"non","0","2011",6,23,"[35-42[","[7-9[","[9-64[","[31591-34964[","[40-43[","[61-67[","[33694-34964["
2011-06-24,"blond",50,5,24775,"M","doctorat","geologie",112.7,"oui","0","2011",6,24,"[42-65[","[0-7[","[87-144[","[14128-31591[","[47-65[","[98-144[","[14128-28534["
2011-06-24,"brun",43,9,32775,"F","master","detective",79.4,"non","0","2011",6,24,"[42-65[","[7-9[","[76-87[","[31591-34964[","[40-43[","[80-85[","[32344-33694["
2011-06-24,"brun",30,6,34687,"F","bac","geologie",52.1,"non","0","2011",6,24,"[18-30[","[0-7[","[9-64[","[31591-34964[","[28-31[","[9-54[","[33694-34964["
2011-06-24,"chatain",52,11,39886,"M","licence","geologie",73.15,"non","0","2011",6,24,"[42-65[","[9-12[","[64-76[","[38348-53977[","[47-65[","[71-76[","[39172-41358["
2011-06-24,"blond",38,9,29375,"F","licence","geologie",79.21,"non","0","2011",6,24,"[35-42[","[7-9[","[76-87[","[14128-31591[","[37-40[","[76-80[","[28534-30754["
2011-06-24,"brun",35,7,42718,"F","master","geologie",68.7,"oui","1","2011",6,24,"[30-35[","[0-7[","[64-76[","[38348-53977[","[34-35[","[67-71[","[41358-53977["
2011-06-24,"chatain",19,10,36797,"M","master","geologie",77.49,"non","0","2011",6,24,"[18-30[","[9-12[","[76-87[","[34964-38348[","[18-24[","[76-80[","[36216-37615["
2011-06-24,"blond",41,13,43829,"M","bac","forage",65.64,"oui","0","2011",6,24,"[35-42[","[12-23[","[64-76[","[38348-53977[","[40-43[","[61-67[","[41358-53977["
2011-06-24,"chatain",51,10,32606,"F","master","forage",69.51,"non","0","2011",6,24,"[42-65[","[9-12[","[64-76[","[31591-34964[","[47-65[","[67-71[","[32344-33694["
2011-06-25,"brun",41,11,30203,"F","doctorat","archeologie",81.81,"oui","0","2011",6,25,"[35-42[","[9-12[","[76-87[","[14128-31591[","[40-43[","[80-85[","[28534-30754["
2011-06-25,"brun",19,11,26497,"F","licence","geologie",85.19,"non","0","2011",6,25,"[18-30[","[9-12[","[76-87[","[14128-31591[","[18-24[","[85-90[","[14128-28534["
2011-06-25,"blond",50,13,36659,"M","licence","forage",72.78,"oui","0","2011",6,25,"[42-65[","[12-23[","[64-76[","[34964-38348[","[47-65[","[71-76[","[36216-37615["
2011-06-25,"chatain",26,10,28020,"F","licence","geologie",89.41,"non","0","2011",6,25,"[18-30[","[9-12[","[87-144[","[14128-31591[","[24-28[","[85-90[","[14128-28534["
2011-06-25,"chatain",41,11,32835,"M","doctorat","geologie",79.85,"oui","0","2011",6,25,"[35-42[","[9-12[","[76-87[","[31591-34964[","[40-43[","[80-85[","[32344-33694["
2011-06-25,"blond",40,7,33606,"F","licence","geologie",75.87,"non","0","2011",6,25,"[35-42[","[0-7[","[76-87[","[31591-34964[","[37-40[","[76-80[","[32344-33694["
2011-06-25,"brun",34,8,41880,"M","master","detective",76.12,"oui","0","2011",6,25,"[30-35[","[7-9[","[76-87[","[38348-53977[","[31-34[","[76-80[","[41358-53977["
2011-06-25,"blond",37,11,33029,"M","master","geologie",95.45,"oui","0","2011",6,25,"[35-42[","[9-12[","[87-144[","[31591-34964[","[35-37[","[90-98[","[32344-33694["
2011-06-25,"brun",27,12,29996,"F","master","geologie",107.67,"non","0","2011",6,25,"[18-30[","[9-12[","[87-144[","[14128-31591[","[24-28[","[98-144[","[28534-30754["
2011-06-25,"brun",26,12,38369,"F","bac","forage",56.17,"non","0","2011",6,25,"[18-30[","[9-12[","[9-64[","[38348-53977[","[24-28[","[54-61[","[37615-39172["
2011-06-25,"chatain",30,7,23255,"F","master","geologie",94.91,"non","0","2011",6,25,"[18-30[","[0-7[","[87-144[","[14128-31591[","[28-31[","[90-98[","[14128-28534["
2011-06-25,"blond",50,8,32610,"M","licence","detective",65.77,"non","0","2011",6,25,"[42-65[","[7-9[","[64-76[","[31591-34964[","[47-65[","[61-67[","[32344-33694["
2011-06-25,"blond",41,13,33745,"F","licence","geologie",75.9,"non","1","2011",6,25,"[35-42[","[12-23[","[76-87[","[31591-34964[","[40-43[","[76-80[","[33694-34964["
2011-06-26,"chatain",38,4,43693,"F","bac","geologie",27.86,"non","0","2011",6,26,"[35-42[","[0-7[","[9-64[","[38348-53977[","[37-40[","[9-54[","[41358-53977["
2011-06-26,"blond",44,12,31580,"M","licence","geologie",43.17,"non","0","2011",6,26,"[42-65[","[9-12[","[9-64[","[14128-31591[","[43-47[","[9-54[","[30754-32344["
2011-06-26,"brun",37,5,35602,"F","licence","geologie",61.5,"non","0","2011",6,26,"[35-42[","[0-7[","[9-64[","[34964-38348[","[35-37[","[61-67[","[34964-36216["
2011-06-26,"brun",25,13,43036,"M","bac","geologie",47.48,"non","0","2011",6,26,"[18-30[","[12-23[","[9-64[","[38348-53977[","[24-28[","[9-54[","[41358-53977["
2011-06-26,"roux",18,10,28286,"F","licence","detective",114.8,"non","0","2011",6,26,"[18-30[","[9-12[","[87-144[","[14128-31591[","[18-24[","[98-144[","[14128-28534["
2011-06-26,"brun",44,4,39557,"M","master","archeologie",90.43,"oui","0","2011",6,26,"[42-65[","[0-7[","[87-144[","[38348-53977[","[43-47[","[90-98[","[39172-41358["
2011-06-26,"blond",23,10,32429,"F","bac","geologie",80.82,"non","0","2011",6,26,"[18-30[","[9-12[","[76-87[","[31591-34964[","[18-24[","[80-85[","[32344-33694["
2011-06-27,"blond",40,9,37084,"F","bac","geologie",72.75,"non","0","2011",6,27,"[35-42[","[7-9[","[64-76[","[34964-38348[","[37-40[","[71-76[","[36216-37615["
2011-06-27,"chatain",37,11,42611,"M","master","detective",68.77,"oui","0","2011",6,27,"[35-42[","[9-12[","[64-76[","[38348-53977[","[35-37[","[67-71[","[41358-53977["
2011-06-27,"blond",27,17,41744,"M","bac","geologie",71.52,"non","0","2011",6,27,"[18-30[","[12-23[","[64-76[","[38348-53977[","[24-28[","[71-76[","[41358-53977["
2011-06-27,"brun",27,15,33985,"F","licence","forage",80.78,"non","0","2011",6,27,"[18-30[","[12-23[","[76-87[","[31591-34964[","[24-28[","[80-85[","[33694-34964["
2011-06-27,"blond",44,7,30199,"F","licence","geologie",76.67,"non","0","2011",6,27,"[42-65[","[0-7[","[76-87[","[14128-31591[","[43-47[","[76-80[","[28534-30754["
2011-06-27,"blond",39,11,32753,"M","licence","geologie",74.22,"non","0","2011",6,27,"[35-42[","[9-12[","[64-76[","[31591-34964[","[37-40[","[71-76[","[32344-33694["
2011-06-27,"roux",38,7,30457,"M","licence","geologie",92.65,"non","0","2011",6,27,"[35-42[","[0-7[","[87-144[","[14128-31591[","[37-40[","[90-98[","[28534-30754["
2011-06-27,"chatain",42,13,37723,"F","master","detective",89.96,"oui","0","2011",6,27,"[35-42[","[12-23[","[87-144[","[34964-38348[","[40-43[","[90-98[","[37615-39172["
2011-06-27,"blond",40,10,40696,"M","licence","forage",69.28,"non","0","2011",6,27,"[35-42[","[9-12[","[64-76[","[38348-53977[","[37-40[","[67-71[","[39172-41358["
2011-06-27,"roux",53,3,34267,"M","bac","geologie",44.2,"non","0","2011",6,27,"[42-65[","[0-7[","[9-64[","[31591-34964[","[47-65[","[9-54[","[33694-34964["
2011-06-28,"chatain",32,13,37341,"F","licence","archeologie",75.53,"non","0","2011",6,28,"[30-35[","[12-23[","[76-87[","[34964-38348[","[31-34[","[76-80[","[36216-37615["
2011-06-28,"blond",20,10,29424,"M","licence","geologie",76.21,"non","0","2011",6,28,"[18-30[","[9-12[","[76-87[","[14128-31591[","[18-24[","[76-80[","[28534-30754["
2011-06-28,"brun",42,15,33584,"F","licence","geologie",75.35,"non","0","2011",6,28,"[35-42[","[12-23[","[76-87[","[31591-34964[","[40-43[","[76-80[","[32344-33694["
2011-06-28,"brun",37,8,33000,"F","licence","geologie",73.91,"non","0","2011",6,28,"[35-42[","[7-9[","[64-76[","[31591-34964[","[35-37[","[71-76[","[32344-33694["
2011-06-28,"brun",47,12,32873,"M","master","forage",73.54,"non","0","2011",6,28,"[42-65[","[9-12[","[64-76[","[31591-34964[","[43-47[","[71-76[","[32344-33694["
2011-06-28,"roux",40,14,30853,"M","bac","geologie",67.82,"non","0","2011",6,28,"[35-42[","[12-23[","[64-76[","[14128-31591[","[37-40[","[67-71[","[30754-32344["
2011-06-28,"brun",25,5,35542,"M","master","geologie",67.68,"non","0","2011",6,28,"[18-30[","[0-7[","[64-76[","[34964-38348[","[24-28[","[67-71[","[34964-36216["
2011-06-28,"brun",34,9,40210,"M","licence","forage",65.23,"oui","0","2011",6,28,"[30-35[","[7-9[","[64-76[","[38348-53977[","[31-34[","[61-67[","[39172-41358["
2011-06-29,"roux",30,0,39810,"M","licence","geologie",95.71,"oui","1","2011",6,29,"[18-30[","[0-7[","[87-144[","[38348-53977[","[28-31[","[90-98[","[39172-41358["
2011-06-29,"blond",21,12,35956,"F","licence","geologie",73.98,"non","1","2011",6,29,"[18-30[","[9-12[","[64-76[","[34964-38348[","[18-24[","[71-76[","[34964-36216["
2011-06-29,"chatain",35,10,35095,"M","master","geologie",70.84,"non","0","2011",6,29,"[30-35[","[9-12[","[64-76[","[34964-38348[","[34-35[","[67-71[","[34964-36216["
2011-06-29,"chatain",34,7,24986,"F","doctorat","forage",106.25,"oui","0","2011",6,29,"[30-35[","[0-7[","[87-144[","[14128-31591[","[31-34[","[98-144[","[14128-28534["
2011-06-29,"chatain",21,14,21095,"M","doctorat","geologie",75.51,"non","0","2011",6,29,"[18-30[","[12-23[","[76-87[","[14128-31591[","[18-24[","[76-80[","[14128-28534["
2011-06-29,"blond",26,9,37808,"M","bac","geologie",73.67,"non","0","2011",6,29,"[18-30[","[7-9[","[64-76[","[34964-38348[","[24-28[","[71-76[","[37615-39172["
2011-06-29,"brun",42,5,38128,"F","licence","detective",60.45,"oui","0","2011",6,29,"[35-42[","[0-7[","[9-64[","[34964-38348[","[40-43[","[54-61[","[37615-39172["
2011-06-29,"blond",49,6,33142,"F","licence","detective",80.05,"non","0","2011",6,29,"[42-65[","[0-7[","[76-87[","[31591-34964[","[47-65[","[80-85[","[32344-33694["
2011-06-29,"blond",40,1,33302,"M","licence","geologie",86.7,"non","1","2011",6,29,"[35-42[","[0-7[","[87-144[","[31591-34964[","[37-40[","[85-90[","[32344-33694["
2011-06-29,"chatain",38,5,29760,"M","licence","forage",57.6,"non","1","2011",6,29,"[35-42[","[0-7[","[9-64[","[14128-31591[","[37-40[","[54-61[","[28534-30754["
2011-06-29,"brun",33,9,41037,"M","master","forage",73.8,"oui","0","2011",6,29,"[30-35[","[7-9[","[64-76[","[38348-53977[","[31-34[","[71-76[","[39172-41358["
2011-06-30,"chatain",41,11,41321,"M","doctorat","forage",59.36,"oui","0","2011",6,30,"[35-42[","[9-12[","[9-64[","[38348-53977[","[40-43[","[54-61[","[39172-41358["
2011-06-30,"roux",29,15,31816,"F","bac","archeologie",77.94,"non","0","2011",6,30,"[18-30[","[12-23[","[76-87[","[31591-34964[","[28-31[","[76-80[","[30754-32344["
2011-06-30,"blond",30,11,30805,"M","licence","geologie",76.61,"non","0","2011",6,30,"[18-30[","[9-12[","[76-87[","[14128-31591[","[28-31[","[76-80[","[30754-32344["
2011-06-30,"chatain",39,4,36243,"F","licence","detective",54.71,"non","0","2011",6,30,"[35-42[","[0-7[","[9-64[","[34964-38348[","[37-40[","[54-61[","[36216-37615["
2011-06-30,"roux",44,13,28460,"M","bac","geologie",58.79,"non","0","2011",6,30,"[42-65[","[12-23[","[9-64[","[14128-31591[","[43-47[","[54-61[","[14128-28534["
2011-06-30,"brun",33,13,37899,"F","master","detective",101.43,"oui","0","2011",6,30,"[30-35[","[12-23[","[87-144[","[34964-38348[","[31-34[","[98-144[","[37615-39172["
2011-06-30,"brun",33,13,36070,"F","master","geologie",82.26,"non","0","2011",6,30,"[30-35[","[12-23[","[76-87[","[34964-38348[","[31-34[","[80-85[","[34964-36216["
2011-07-01,"chatain",41,11,38090,"M","master","geologie",72.76,"non","0","2011",7,1,"[35-42[","[9-12[","[64-76[","[34964-38348[","[40-43[","[71-76[","[37615-39172["
2011-07-01,"blond",48,9,33773,"M","master","geologie",85.55,"oui","1","2011",7,1,"[42-65[","[7-9[","[76-87[","[31591-34964[","[47-65[","[85-90[","[33694-34964["
2011-07-01,"chatain",39,10,26448,"F","master","geologie",104.76,"non","0","2011",7,1,"[35-42[","[9-12[","[87-144[","[14128-31591[","[37-40[","[98-144[","[14128-28534["
2011-07-01,"chatain",34,7,39854,"F","master","forage",80.58,"oui","0","2011",7,1,"[30-35[","[0-7[","[76-87[","[38348-53977[","[31-34[","[80-85[","[39172-41358["
2011-07-01,"brun",28,7,35807,"F","master","detective",67.86,"non","0","2011",7,1,"[18-30[","[0-7[","[64-76[","[34964-38348[","[24-28[","[67-71[","[34964-36216["
2011-07-01,"blond",50,6,36718,"M","master","detective",82.43,"oui","1","2011",7,1,"[42-65[","[0-7[","[76-87[","[34964-38348[","[47-65[","[80-85[","[36216-37615["
2011-07-01,"blond",29,12,32208,"M","master","forage",96.73,"oui","0","2011",7,1,"[18-30[","[9-12[","[87-144[","[31591-34964[","[28-31[","[90-98[","[30754-32344["
2011-07-01,"brun",21,8,27152,"M","master","forage",71.62,"non","1","2011",7,1,"[18-30[","[7-9[","[64-76[","[14128-31591[","[18-24[","[71-76[","[14128-28534["
2011-07-01,"chatain",18,13,33447,"F","master","geologie",55.94,"non","1","2011",7,1,"[18-30[","[12-23[","[9-64[","[31591-34964[","[18-24[","[54-61[","[32344-33694["
2011-07-01,"blond",32,11,40751,"M","master","geologie",74.06,"oui","1","2011",7,1,"[30-35[","[9-12[","[64-76[","[38348-53977[","[31-34[","[71-76[","[39172-41358["
2011-07-01,"blond",34,11,35308,"M","licence","geologie",71.96,"non","0","2011",7,1,"[30-35[","[9-12[","[64-76[","[34964-38348[","[31-34[","[71-76[","[34964-36216["
2011-07-01,"brun",27,15,38863,"M","licence","geologie",78.9,"non","0","2011",7,1,"[18-30[","[12-23[","[76-87[","[38348-53977[","[24-28[","[76-80[","[37615-39172["
2011-07-02,"brun",44,14,26820,"F","doctorat","geologie",121.74,"oui","0","2011",7,2,"[42-65[","[12-23[","[87-144[","[14128-31591[","[43-47[","[98-144[","[14128-28534["
2011-07-02,"brun",32,11,30960,"M","master","forage",59.44,"non","0","2011",7,2,"[30-35[","[9-12[","[9-64[","[14128-31591[","[31-34[","[54-61[","[30754-32344["
2011-07-02,"brun",47,6,30429,"F","licence","geologie",58.61,"non","0","2011",7,2,"[42-65[","[0-7[","[9-64[","[14128-31591[","[43-47[","[54-61[","[28534-30754["
2011-07-02,"blond",21,2,45666,"M","licence","detective",50.35,"oui","0","2011",7,2,"[18-30[","[0-7[","[9-64[","[38348-53977[","[18-24[","[9-54[","[41358-53977["
2011-07-02,"blond",22,13,36933,"M","bac","geologie",53.6,"non","0","2011",7,2,"[18-30[","[12-23[","[9-64[","[34964-38348[","[18-24[","[54-61[","[36216-37615["
2011-07-02,"blond",20,16,36971,"M","licence","detective",92.11,"oui","1","2011",7,2,"[18-30[","[12-23[","[87-144[","[34964-38348[","[18-24[","[90-98[","[36216-37615["
2011-07-02,"brun",20,14,38593,"M","master","geologie",85.32,"oui","1","2011",7,2,"[18-30[","[12-23[","[76-87[","[38348-53977[","[18-24[","[85-90[","[37615-39172["
2011-07-02,"brun",30,8,40350,"F","bac","detective",62.01,"non","0","2011",7,2,"[18-30[","[7-9[","[9-64[","[38348-53977[","[28-31[","[61-67[","[39172-41358["
2011-07-02,"chatain",36,8,36125,"F","master","geologie",79.12,"non","0","2011",7,2,"[35-42[","[7-9[","[76-87[","[34964-38348[","[35-37[","[76-80[","[34964-36216["
2011-07-02,"chatain",31,10,38831,"F","master","detective",84.38,"oui","0","2011",7,2,"[30-35[","[9-12[","[76-87[","[38348-53977[","[28-31[","[85-90[","[37615-39172["
2011-07-03,"chatain",25,8,25575,"M","doctorat","geologie",108.81,"oui","0","2011",7,3,"[18-30[","[7-9[","[87-144[","[14128-31591[","[24-28[","[98-144[","[14128-28534["
2011-07-03,"chatain",47,8,30566,"M","master","geologie",79.74,"non","0","2011",7,3,"[42-65[","[7-9[","[76-87[","[14128-31591[","[43-47[","[80-85[","[28534-30754["
2011-07-03,"brun",36,11,46929,"M","licence","archeologie",47.11,"oui","0","2011",7,3,"[35-42[","[9-12[","[9-64[","[38348-53977[","[35-37[","[9-54[","[41358-53977["
2011-07-03,"chatain",46,14,35818,"M","licence","geologie",34.86,"non","0","2011",7,3,"[42-65[","[12-23[","[9-64[","[34964-38348[","[43-47[","[9-54[","[34964-36216["
2011-07-03,"chatain",37,14,45347,"M","licence","geologie",64.79,"non","0","2011",7,3,"[35-42[","[12-23[","[64-76[","[38348-53977[","[35-37[","[61-67[","[41358-53977["
2011-07-03,"chatain",23,16,41614,"F","master","detective",71.91,"oui","0","2011",7,3,"[18-30[","[12-23[","[64-76[","[38348-53977[","[18-24[","[71-76[","[41358-53977["
2011-07-03,"blond",35,7,30006,"M","master","geologie",84.67,"non","0","2011",7,3,"[30-35[","[0-7[","[76-87[","[14128-31591[","[34-35[","[85-90[","[28534-30754["
2011-07-03,"roux",23,10,31647,"M","licence","geologie",70.78,"non","0","2011",7,3,"[18-30[","[9-12[","[64-76[","[31591-34964[","[18-24[","[67-71[","[30754-32344["
2011-07-03,"brun",40,8,42966,"M","bac","forage",39.75,"non","0","2011",7,3,"[35-42[","[7-9[","[9-64[","[38348-53977[","[37-40[","[9-54[","[41358-53977["
2011-07-03,"chatain",38,13,40841,"F","master","archeologie",69.08,"oui","0","2011",7,3,"[35-42[","[12-23[","[64-76[","[38348-53977[","[37-40[","[67-71[","[39172-41358["
2011-07-03,"chatain",40,10,35383,"F","doctorat","geologie",88.35,"non","0","2011",7,3,"[35-42[","[9-12[","[87-144[","[34964-38348[","[37-40[","[85-90[","[34964-36216["
2011-07-03,"brun",51,9,37592,"M","licence","geologie",64.57,"non","0","2011",7,3,"[42-65[","[7-9[","[64-76[","[34964-38348[","[47-65[","[61-67[","[36216-37615["
